GENE	EVENT	LENGTH	SF3B1_mutated_sample_1_1	SF3B1_mutated_sample_1_1-Q	SF3B1_mutated_sample_2_1	SF3B1_mutated_sample_2_1-Q	SF3B1_mutated_sample_3_1	SF3B1_mutated_sample_3_1-Q	SF3B1_mutated_sample_4_1	SF3B1_mutated_sample_4_1-Q	SF3B1_mutated_sample_5_1	SF3B1_mutated_sample_5_1-Q	SF3B1_mutated_sample_6_1	SF3B1_mutated_sample_6_1-Q	SF3B1_mutated_sample_7_1	SF3B1_mutated_sample_7_1-Q	SF3B1_mutated_sample_8_1	SF3B1_mutated_sample_8_1-Q	SF3B1_wildtype_sample_1_1	SF3B1_wildtype_sample_1_1-Q	SF3B1_wildtype_sample_2_1	SF3B1_wildtype_sample_2_1-Q	SF3B1_wildtype_sample_3_1	SF3B1_wildtype_sample_3_1-Q	SF3B1_wildtype_sample_4_1	SF3B1_wildtype_sample_4_1-Q
C2orf3	HsaALTD0000969-1/2	0	0.00	Fail	6.15	Pass	0.00	Fail	0.00	Fail	4.60	Pass	5.45	Pass	0.00	Fail	5.41	Pass	42.86	Fail	2.13	Pass	0.00	Pass	0.00	Pass
C2orf3	HsaALTD0000969-2/2	114	100.00	Fail	93.85	Pass	100.00	Fail	100.00	Fail	95.40	Pass	94.55	Pass	100.00	Fail	94.59	Pass	57.14	Fail	97.87	Pass	100.00	Pass	100.00	Pass
WDR54	HsaALTD0007200-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
WDR54	HsaALTD0007200-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CROT	HsaALTD0001683-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CROT	HsaALTD0001683-2/2	14	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
MLL5	HsaALTD0003949-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	1.74	Pass	2.29	Pass	7.26	Pass	0.00	Fail	3.76	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MLL5	HsaALTD0003949-2/2	48	100.00	Pass	100.00	Pass	100.00	Pass	98.26	Pass	97.71	Pass	92.74	Pass	100.00	Fail	96.24	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RHBDD2	HsaALTD0005391-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RHBDD2	HsaALTD0005391-2/2	48	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
IBTK	HsaALTD0003167-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	95.65	Pass	100.00	Pass	100.00	Pass
IBTK	HsaALTD0003167-2/2	28	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	4.35	Pass	0.00	Pass	0.00	Pass
ZNF195	HsaALTD0007383-1/2	0	76.29	Fail	95.35	Fail	88.30	Fail	77.56	Fail	76.28	Fail	65.00	Fail	96.53	Fail	69.54	Fail	33.33	Fail	48.82	Fail	83.33	Fail	42.44	Fail
ZNF195	HsaALTD0007383-2/2	13	23.71	Fail	4.65	Fail	11.70	Fail	22.44	Fail	23.72	Fail	35.00	Fail	3.47	Fail	30.46	Fail	66.67	Fail	51.18	Fail	16.67	Fail	57.56	Fail
MYCBP2	HsaALTD0004105-1/2	0	55.00	Pass	33.33	Pass	25.00	Pass	83.33	Pass	42.41	Pass	58.06	Pass	22.50	Pass	50.79	Pass	100.00	Fail	51.82	Pass	50.33	Pass	61.54	Pass
MYCBP2	HsaALTD0004105-2/2	9	45.00	Pass	66.67	Pass	75.00	Pass	16.67	Pass	57.59	Pass	41.94	Pass	77.50	Pass	49.21	Pass	0.00	Fail	48.18	Pass	49.67	Pass	38.46	Pass
FBXL3	HsaALTD0002499-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	9.68	Pass	0.00	Fail	0.00	Pass	7.90	Pass	0.00	Pass
FBXL3	HsaALTD0002499-2/2	144	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	90.32	Pass	100.00	Fail	100.00	Pass	92.10	Pass	100.00	Pass
ITGAL	HsaALTD0003333-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	5.80	Pass	0.00	Pass
ITGAL	HsaALTD0003333-2/2	11	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	94.20	Pass	100.00	Pass
ITGA3	HsaALTD0003329-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ITGA3	HsaALTD0003329-2/2	53	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
ITGA3	HsaALTD0003330-1/2	0	NA	Fail	NA	Fail	24.46	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTD0003330-2/2	12	NA	Fail	NA	Fail	75.54	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM98	HsaALTD0006661-1/2	0	NA	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass	0.00	Fail
TMEM98	HsaALTD0006661-2/2	4	NA	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass	100.00	Fail
MAP3K14	HsaALTD0003746-1/2	0	100.00	Fail	84.93	Pass	100.00	Pass	100.00	Fail	92.66	Pass	85.36	Fail	82.93	Fail	84.23	Fail	100.00	Fail	86.33	Fail	81.57	Pass	82.93	Fail
MAP3K14	HsaALTD0003746-2/2	206	0.00	Fail	15.07	Pass	0.00	Pass	0.00	Fail	7.34	Pass	14.64	Fail	17.07	Fail	15.77	Fail	0.00	Fail	13.67	Fail	18.43	Pass	17.07	Fail
TMEM132A	HsaALTD0006595-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006595-2/3	6	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006595-3/3	355	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006596-1/2	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTD0006596-2/2	35	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTD0006156-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SPATA20	HsaALTD0006156-2/2	32	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SPATA20	HsaALTD0006157-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
SPATA20	HsaALTD0006157-2/2	187	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
CACNA1G	HsaALTD0001108-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001108-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001109-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001109-2/2	21	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001110-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTD0001110-2/2	21	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ETV1	HsaALTD0002315-1/2	0	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ETV1	HsaALTD0002315-2/2	5	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
ETV1	HsaALTD0002316-1/2	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ETV1	HsaALTD0002316-2/2	1	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AGK	HsaALTD0000201-1/2	0	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	NA	Fail	100.00	Pass	100.00	Pass	100.00	Pass
AGK	HsaALTD0000201-2/2	4	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	NA	Fail	0.00	Pass	0.00	Pass	0.00	Pass
FARP2	HsaALTD0002476-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	6.42	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	37.52	Fail	0.00	Fail
FARP2	HsaALTD0002476-2/2	2	100.00	Fail	100.00	Fail	100.00	Fail	93.58	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	62.48	Fail	100.00	Fail
IFRD1	HsaALTD0003190-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
IFRD1	HsaALTD0003190-2/2	2	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
VPS41	HsaALTD0007148-1/3	0	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
VPS41	HsaALTD0007148-2/3	38	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
VPS41	HsaALTD0007148-3/3	69	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
VPS41	HsaALTD0007149-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
VPS41	HsaALTD0007149-2/2	3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ELAC2	HsaALTD0002191-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ELAC2	HsaALTD0002191-2/2	29	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ELAC2	HsaALTD0002192-1/2	0	2.76	Pass	5.71	Pass	1.58	Pass	2.67	Pass	4.32	Pass	0.00	Pass	3.71	Pass	3.12	Pass	19.91	Pass	0.57	Pass	4.04	Pass	3.63	Pass
ELAC2	HsaALTD0002192-2/2	5	97.24	Pass	94.29	Pass	98.42	Pass	97.33	Pass	95.68	Pass	100.00	Pass	96.29	Pass	96.88	Pass	80.09	Pass	99.43	Pass	95.96	Pass	96.37	Pass
PNPLA4	HsaALTD0004906-1/2	0	44.83	Pass	25.93	Pass	25.00	Fail	66.67	Fail	0.00	Fail	45.45	Fail	50.00	Fail	33.33	Fail	NA	Fail	66.67	Fail	62.50	Fail	40.00	Fail
PNPLA4	HsaALTD0004906-2/2	15	55.17	Pass	74.07	Pass	75.00	Fail	33.33	Fail	100.00	Fail	54.55	Fail	50.00	Fail	66.67	Fail	NA	Fail	33.33	Fail	37.50	Fail	60.00	Fail
ADIPOR2	HsaALTD0000174-1/2	0	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
ADIPOR2	HsaALTD0000174-2/2	59	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
PRSS21	HsaALTD0005086-1/2	0	100.00	Pass	95.80	Pass	NA	Fail	100.00	Pass	97.56	Pass	NA	Fail	100.00	Pass	NA	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
PRSS21	HsaALTD0005086-2/2	136	0.00	Pass	4.20	Pass	NA	Fail	0.00	Pass	2.44	Pass	NA	Fail	0.00	Pass	NA	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
PRSS21	HsaALTD0005087-1/2	0	20.27	Pass	14.94	Pass	93.75	Fail	38.17	Pass	41.32	Pass	0.00	Fail	19.18	Pass	NA	Fail	NA	Fail	21.95	Pass	18.55	Pass	0.00	Fail
PRSS21	HsaALTD0005087-2/2	42	79.73	Pass	85.06	Pass	6.25	Fail	61.83	Pass	58.68	Pass	100.00	Fail	80.82	Pass	NA	Fail	NA	Fail	78.05	Pass	81.45	Pass	100.00	Fail
PROM1	HsaALTD0005066-1/2	0	100.00	Fail	100.00	Fail	22.22	Fail	25.00	Fail	57.14	Fail	0.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	68.75	Fail	36.36	Fail	0.00	Fail
PROM1	HsaALTD0005066-2/2	68	0.00	Fail	0.00	Fail	77.78	Fail	75.00	Fail	42.86	Fail	100.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	31.25	Fail	63.64	Fail	100.00	Fail
KIAA0100	HsaALTD0003422-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
KIAA0100	HsaALTD0003422-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
KIAA0100	HsaALTD0003423-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.57	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.79	Pass	4.85	Pass	0.00	Pass
KIAA0100	HsaALTD0003423-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.43	Pass	100.00	Pass	100.00	Pass	100.00	Fail	99.21	Pass	95.15	Pass	100.00	Pass
KIAA0100	HsaALTD0003424-1/2	0	3.82	Pass	0.00	Pass	0.00	Pass	1.60	Pass	0.00	Pass	0.00	Pass	0.84	Pass	2.18	Pass	0.00	Pass	1.64	Pass	0.00	Pass	0.00	Pass
KIAA0100	HsaALTD0003424-2/2	153	96.18	Pass	100.00	Pass	100.00	Pass	98.40	Pass	100.00	Pass	100.00	Pass	99.16	Pass	97.82	Pass	100.00	Pass	98.36	Pass	100.00	Pass	100.00	Pass
TRAPPC6A	HsaALTD0006763-1/2	0	40.33	Pass	47.88	Pass	46.98	Pass	52.68	Pass	51.82	Pass	62.56	Pass	54.39	Pass	45.27	Pass	43.93	Pass	57.92	Pass	28.30	Pass	70.47	Pass
TRAPPC6A	HsaALTD0006763-2/2	42	59.67	Pass	52.12	Pass	53.02	Pass	47.32	Pass	48.18	Pass	37.44	Pass	45.61	Pass	54.73	Pass	56.07	Pass	42.08	Pass	71.70	Pass	29.53	Pass
MATK	HsaALTD0003790-1/2	0	2.63	Pass	3.50	Pass	9.28	Pass	5.22	Pass	3.86	Pass	3.03	Pass	5.74	Pass	0.00	Pass	1.27	Pass	1.41	Pass	0.00	Pass	6.25	Pass
MATK	HsaALTD0003790-2/2	9	97.37	Pass	96.50	Pass	90.72	Pass	94.78	Pass	96.14	Pass	96.97	Pass	94.26	Pass	100.00	Pass	98.73	Pass	98.59	Pass	100.00	Pass	93.75	Pass
ST7L	HsaALTD0006247-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
ST7L	HsaALTD0006247-2/2	200	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ST7L	HsaALTD0006248-1/2	0	100.00	Pass	100.00	Fail	100.00	Pass	97.73	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ST7L	HsaALTD0006248-2/2	125	0.00	Pass	0.00	Fail	0.00	Pass	2.27	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass	0.00	Fail
RPUSD1	HsaALTD0005605-1/2	0	1.49	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	1.52	Pass	0.00	Pass	0.00	Fail
RPUSD1	HsaALTD0005605-2/2	48	98.51	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	98.48	Pass	100.00	Pass	100.00	Fail
RHBDF1	HsaALTD0005393-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
RHBDF1	HsaALTD0005393-2/2	37	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
RHBDF1	HsaALTD0005394-1/2	0	NA	Fail	0.00	Fail	0.00	Pass	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
RHBDF1	HsaALTD0005394-2/2	50	NA	Fail	100.00	Fail	100.00	Pass	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
LUC7L	HsaALTD0003690-1/4	0	2.83	Pass	1.21	Pass	0.00	Pass	3.06	Pass	0.00	Pass	0.00	Pass	1.69	Pass	0.51	Pass	0.46	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LUC7L	HsaALTD0003690-2/4	13	88.02	Pass	81.32	Pass	78.21	Pass	72.47	Pass	79.75	Pass	90.82	Pass	80.58	Pass	75.96	Pass	78.20	Pass	78.78	Pass	87.81	Pass	78.59	Pass
LUC7L	HsaALTD0003690-3/4	34	0.00	Pass	0.24	Pass	1.12	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.69	Pass	0.51	Pass	0.00	Pass	0.62	Pass	2.87	Pass	0.00	Pass
LUC7L	HsaALTD0003690-4/4	50	9.15	Pass	17.23	Pass	20.67	Pass	24.47	Pass	20.25	Pass	9.18	Pass	16.04	Pass	23.02	Pass	21.33	Pass	20.60	Pass	9.32	Pass	21.41	Pass
C16orf42	HsaALTD0000842-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
C16orf42	HsaALTD0000842-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CRAMP1L	HsaALTD0001662-1/2	0	59.46	Pass	60.92	Pass	4.00	Pass	52.94	Fail	34.15	Pass	44.12	Pass	41.18	Fail	29.17	Fail	74.07	Pass	40.58	Pass	67.61	Pass	9.09	Fail
CRAMP1L	HsaALTD0001662-2/2	9	40.54	Pass	39.08	Pass	96.00	Pass	47.06	Fail	65.85	Pass	55.88	Pass	58.82	Fail	70.83	Fail	25.93	Pass	59.42	Pass	32.39	Pass	90.91	Fail
DNAJC11	HsaALTD0001974-1/2	0	98.06	Pass	98.04	Pass	94.59	Pass	98.92	Pass	98.25	Pass	97.75	Pass	100.00	Pass	95.20	Pass	100.00	Pass	98.48	Pass	100.00	Pass	90.91	Pass
DNAJC11	HsaALTD0001974-2/2	212	1.94	Pass	1.96	Pass	5.41	Pass	1.08	Pass	1.75	Pass	2.25	Pass	0.00	Pass	4.80	Pass	0.00	Pass	1.52	Pass	0.00	Pass	9.09	Pass
FMO3	HsaALTD0002615-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	25.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
FMO3	HsaALTD0002615-2/2	17	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	75.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
MYLIP	HsaALTD0004121-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	97.14	Pass	100.00	Pass	95.90	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	95.25	Pass
MYLIP	HsaALTD0004121-2/2	53	0.00	Pass	0.00	Pass	0.00	Pass	2.86	Pass	0.00	Pass	4.10	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	4.75	Pass
CAMK1G	HsaALTD0001129-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CAMK1G	HsaALTD0001129-2/2	160	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CDK11A	HsaALTD0001321-1/3	0	0.27	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CDK11A	HsaALTD0001321-2/3	1	26.26	Pass	32.48	Pass	27.37	Pass	32.65	Pass	39.53	Pass	39.63	Pass	24.81	Pass	43.64	Pass	2.92	Pass	31.56	Pass	44.12	Pass	42.34	Pass
CDK11A	HsaALTD0001321-3/3	31	73.47	Pass	67.52	Pass	72.63	Pass	67.35	Pass	60.47	Pass	60.37	Pass	75.19	Pass	56.36	Pass	97.08	Pass	68.44	Pass	55.88	Pass	57.66	Pass
CDK11A	HsaALTD0001322-1/2	0	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
CDK11A	HsaALTD0001322-2/2	4	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
CDK11A	HsaALTD0001323-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CDK11A	HsaALTD0001323-2/2	499	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NADK	HsaALTD0004158-1/2	0	100.00	Fail	13.27	Fail	100.00	Fail	100.00	Fail	63.71	Fail	100.00	Fail	10.47	Fail	100.00	Fail	100.00	Fail	100.00	Fail	16.67	Fail	100.00	Fail
NADK	HsaALTD0004158-2/2	1	0.00	Fail	86.73	Fail	0.00	Fail	0.00	Fail	36.29	Fail	0.00	Fail	89.53	Fail	0.00	Fail	0.00	Fail	0.00	Fail	83.33	Fail	0.00	Fail
